0.087,0.426,0.931,0.196,0.876
0.061,0.766,0.221,0.459,0.320
0.068,0.386,0.397,0.776,0.055
0.134,0.036,0.326,0.318,0.813
0.249,0.069,0.133,0.881,0.178
0.160,0.774,0.181,0.031,0.577
0.950,0.381,0.230,0.373,0.663
0.766,0.373,0.905,0.756,0.006
0.609,0.506,0.057,0.558,0.226
0.349,0.302,0.133,0.540,0.075
0.122,0.198,0.527,0.832,0.204
0.128,0.300,0.825,0.103,0.618
0.708,0.537,0.509,0.241,0.088
0.327,0.313,0.883,0.939,0.019
0.357,0.881,0.622,0.251,0.854
0.419,0.035,0.720,0.912,0.388
0.297,0.479,0.234,0.595,0.652
0.544,0.160,0.596,0.442,0.430
0.827,0.159,0.838,0.401,0.455
0.228,0.282,0.051,0.651,0.319
0.067,0.855,0.766,0.789,0.775
0.950,0.076,0.700,0.930,0.508
0.195,0.382,0.087,0.378,0.836
0.539,0.930,0.219,0.620,0.519
0.881,0.242,0.748,0.301,0.506
0.003,0.203,0.839,0.196,0.513
0.106,0.762,0.058,0.425,0.121
0.976,0.391,0.117,0.290,0.353
0.601,0.409,0.222,0.145,0.113
0.609,0.580,0.383,0.433,0.830
0.715,0.604,0.195,0.176,0.749
0.948,0.895,0.205,0.405,0.832
0.908,0.550,0.352,0.643,0.404
0.946,0.514,0.341,0.764,0.817
0.977,0.904,0.809,0.739,0.420
0.034,0.119,0.637,0.967,0.056
0.927,0.672,0.216,0.404,0.620
0.142,0.807,0.694,0.623,0.684
0.249,0.824,0.149,0.496,0.172
0.001,0.070,0.562,0.157,0.482
0.246,0.450,0.523,0.119,0.385
0.784,0.603,0.359,0.730,0.172
0.247,0.723,0.659,0.929,0.016
0.596,0.773,0.183,0.206,0.614
0.775,0.602,0.481,0.357,0.838
0.901,0.462,0.136,0.692,0.062
0.832,0.184,0.021,0.641,0.547
0.122,0.199,0.827,0.552,0.981
0.669,0.477,0.590,0.328,0.939
0.950,0.451,0.274,0.142,0.811
0.724,0.612,0.229,0.665,0.535
0.998,0.945,0.959,0.945,0.998
0.291,0.989,0.076,0.584,0.961
0.772,0.375,0.026,0.785,0.571
0.827,0.836,0.727,0.248,0.085
0.797,0.841,0.869,0.770,0.680
0.176,0.214,0.336,0.319,0.277
0.197,0.691,0.119,0.093,0.853
0.590,0.105,0.209,0.044,0.048
0.025,0.570,0.057,0.511,0.110
0.038,0.642,0.743,0.177,0.934
0.929,0.255,0.738,0.971,0.881
0.941,0.205,0.455,0.923,0.788
0.068,0.606,0.053,0.026,0.102
0.560,0.845,0.635,0.290,0.009
0.482,0.573,0.798,0.595,0.231
0.426,0.833,0.819,0.233,0.062
0.072,0.928,0.590,0.349,0.810
0.438,0.887,0.676,0.325,0.946
0.094,0.619,0.463,0.162,0.207
0.932,0.636,0.886,1.000,0.009
0.082,0.723,0.997,0.165,0.757
0.524,0.108,0.487,0.560,0.568
0.361,0.266,0.041,0.884,0.171
0.698,0.275,0.312,0.680,0.926
0.710,0.945,0.175,0.793,0.575
0.329,0.066,0.367,0.464,0.976
0.350,0.330,0.245,0.395,0.270
0.903,0.808,0.458,0.715,0.466
0.260,0.447,0.732,0.667,0.943
0.182,0.567,0.227,0.612,0.872
0.771,0.355,0.064,0.157,0.503
0.895,0.685,0.528,0.362,0.569
0.810,0.402,0.643,0.638,0.344
0.136,0.978,0.529,0.167,0.504
0.362,0.655,0.700,0.139,0.426
0.610,0.527,0.075,0.169,0.420
0.729,0.793,0.637,0.071,0.970
0.791,0.560,0.967,0.378,0.747
0.386,0.076,0.087,0.160,0.011
0.460,0.888,0.523,0.362,0.223
0.452,0.083,0.664,0.082,0.480
0.165,0.773,0.574,0.359,0.060
0.040,0.117,0.093,0.114,0.536
0.493,0.734,0.194,0.573,0.319
0.501,0.495,0.656,0.294,0.924
0.168,0.042,0.133,0.793,0.100
0.021,0.782,0.690,0.270,0.503
0.921,0.209,0.240,0.616,0.537
0.216,0.593,0.104,0.255,0.525
0.143,0.964,0.546,0.639,0.863
0.259,0.821,0.347,0.517,0.860
0.596,0.302,0.571,0.805,0.305
0.334,0.489,0.713,0.585,0.089
0.292,0.721,0.931,0.851,0.292
0.505,0.114,0.336,0.548,0.948
0.628,0.327,0.360,0.941,0.910
0.112,0.246,0.571,0.471,0.144
0.334,0.708,0.896,0.167,0.275
0.032,0.046,0.973,0.649,0.894
0.189,0.447,0.593,0.399,0.649
0.616,0.725,0.808,0.694,0.406
0.794,0.614,0.709,0.503,0.374
0.622,0.570,0.879,0.255,0.238
0.042,0.604,0.089,0.680,0.559
0.731,0.709,0.229,0.958,0.127
0.962,0.686,0.522,0.675,0.574
0.109,0.234,0.744,0.236,0.272
0.865,0.641,0.343,0.144,0.794
0.939,0.770,0.755,0.458,0.147
0.870,0.733,0.929,0.567,0.209
0.707,0.180,0.385,0.004,0.455
0.355,0.766,0.090,0.930,0.113
0.570,0.585,0.549,0.382,0.787
0.933,0.717,0.638,0.130,0.697
0.336,0.197,0.130,0.612,0.925
0.810,0.291,0.407,0.464,0.676
0.458,0.199,0.717,0.119,0.784
0.204,0.095,0.549,0.634,0.036
0.867,0.880,0.965,0.854,0.494
0.931,0.988,0.682,0.068,0.707
0.863,0.887,0.127,0.016,0.798
0.800,0.556,0.229,0.448,0.233
0.466,0.374,0.208,0.388,0.451
0.569,0.281,0.460,0.908,0.518
0.129,0.859,0.699,0.184,0.495
0.325,0.671,0.553,0.625,0.836
0.267,0.056,0.870,0.638,0.418
0.671,0.704,0.060,0.465,0.909
0.759,0.879,0.332,0.357,0.136
0.172,0.032,0.384,0.708,0.012
0.166,0.041,0.823,0.303,0.684
0.754,0.971,0.253,0.398,0.678
0.815,0.197,0.689,0.969,0.243
0.325,0.365,0.824,0.214,0.552
0.254,0.438,0.038,0.465,0.530
0.644,0.647,0.172,0.680,0.587
0.305,0.189,0.817,0.137,0.122
0.484,0.042,0.299,0.696,0.245
0.059,0.088,0.773,0.068,0.279
0.548,0.125,0.757,0.860,0.935
0.010,0.766,0.938,0.200,0.491
0.302,0.731,0.482,0.040,0.290
0.115,0.073,0.709,0.353,0.048
0.779,0.272,0.549,0.236,0.340
0.512,0.219,0.650,0.407,0.587
1.000,0.658,0.800,0.030,0.576
0.092,0.147,0.458,0.690,0.487
0.534,0.558,0.764,0.708,0.438
0.137,0.524,0.610,0.639,0.301
0.040,0.517,0.052,0.567,0.005
0.661,0.290,0.672,0.249,0.669
0.371,0.444,0.857,0.213,0.771
0.957,0.299,0.683,0.994,0.964
0.842,0.894,0.687,0.448,0.616
0.237,0.151,0.529,0.235,0.944
0.141,0.039,0.268,0.102,0.311
0.518,0.415,0.915,0.933,0.455
0.444,0.943,0.521,0.744,0.888
0.811,0.440,0.075,0.206,0.579
0.421,0.691,0.527,0.473,0.275
0.262,0.328,0.854,0.685,0.357
0.565,0.898,0.430,0.373,0.119
0.632,0.756,0.316,0.741,0.231
0.741,0.714,0.063,0.090,0.867
0.857,0.739,0.695,0.912,0.937
0.563,0.655,0.083,0.670,0.736
0.439,0.333,0.564,0.532,0.708
0.128,0.967,0.165,0.688,0.284
0.696,0.108,0.561,0.026,0.102
0.718,0.542,0.386,0.492,0.251
0.026,0.872,0.741,0.624,0.536
0.990,0.957,0.115,0.290,0.159
0.909,0.984,0.297,0.620,0.011
0.524,0.213,0.381,0.746,0.653
0.670,0.952,0.567,0.130,0.332
0.820,0.982,0.839,0.403,0.005
0.973,0.709,0.454,0.063,0.961
0.591,0.161,0.261,0.620,0.133
0.213,0.955,0.033,0.914,0.197
0.929,0.984,0.570,0.096,0.427
0.948,0.252,0.880,0.293,0.671
0.105,0.265,0.277,0.753,0.014
0.301,0.310,0.544,0.192,0.346
0.502,0.887,0.423,0.705,0.606
0.907,0.573,0.069,0.286,0.724
0.897,0.273,0.677,0.456,0.673
0.493,0.219,0.653,0.034,0.124
0.382,0.901,0.481,0.543,0.733
0.310,0.283,0.994,0.036,0.391
0.627,0.774,0.551,0.201,0.873
0.070,0.388,0.748,0.285,0.034
0.657,0.486,0.654,0.406,0.666
0.164,0.518,0.841,0.222,0.198
0.160,0.170,0.763,0.563,0.097
0.924,0.787,0.788,0.026,0.882
0.860,0.222,0.164,0.476,0.153
0.492,0.290,0.516,0.779,0.278
0.908,0.538,0.740,0.506,0.098
0.540,0.790,0.465,0.492,0.073
0.275,0.211,0.986,0.283,0.160
0.048,0.587,0.861,0.109,0.110
0.775,0.835,1.000,0.835,0.364
0.466,0.713,0.029,0.960,0.604
0.027,0.275,0.170,0.468,0.591
0.981,0.769,0.312,0.493,0.388
0.119,0.651,0.570,0.638,0.645
0.371,0.257,0.313,0.031,0.105
0.922,0.172,0.588,0.738,0.617
0.709,0.130,0.866,0.484,0.627
0.384,0.823,0.020,0.369,0.220
0.631,0.273,0.138,0.164,0.684
0.072,0.680,0.862,0.141,0.815
0.592,0.128,0.071,0.256,0.128
0.453,0.069,0.117,0.941,0.064
0.431,0.932,0.091,0.662,0.747
0.252,0.247,0.446,0.254,0.440
0.308,0.552,0.531,0.688,0.641
0.353,0.188,0.273,0.733,0.058
0.359,0.567,0.344,0.578,0.015
0.408,0.717,0.011,0.541,0.298
0.358,0.726,0.021,0.850,0.667
0.327,0.438,0.316,0.368,0.936
0.239,0.114,0.305,0.976,0.339
0.631,0.939,0.507,0.008,0.644
0.925,0.910,0.293,0.429,0.579
0.689,0.949,0.604,0.816,0.267
0.109,0.798,0.075,0.188,0.714
0.672,0.371,0.936,0.199,0.902
0.508,0.765,0.651,0.500,0.070
0.309,0.155,0.795,0.069,0.277
0.081,0.730,0.182,0.768,0.159
0.040,0.111,0.366,0.972,0.560
0.525,0.246,0.550,0.789,0.950
0.102,0.908,0.523,0.518,0.437
0.477,0.117,0.885,0.443,0.813
0.606,0.054,0.112,0.167,0.814
0.666,0.487,0.713,0.587,0.706
0.586,0.872,0.435,0.270,0.426
0.352,0.701,0.808,0.626,0.580
0.709,0.895,0.448,0.891,0.310
0.521,0.589,0.549,0.732,0.692
0.625,0.910,0.498,0.811,0.880
0.262,0.583,0.634,0.971,0.626
0.168,0.858,0.133,0.263,0.435
0.711,0.826,0.050,0.937,0.834
0.509,0.008,0.714,0.602,0.527
0.434,0.645,0.682,0.351,0.149
0.318,0.166,0.572,0.893,0.638
0.349,0.563,0.753,0.630,0.733
0.188,0.982,0.421,0.163,0.845
0.218,0.404,0.187,0.053,0.949
0.894,0.150,0.020,0.686,0.979
0.069,0.927,0.620,0.318,0.947
0.686,0.233,0.191,0.484,0.087
0.563,0.909,0.906,0.633,0.897
0.045,0.573,0.143,0.522,0.941
0.767,0.522,0.408,0.030,0.669
0.284,0.492,0.071,0.654,0.526
0.582,0.739,0.384,0.746,0.827
0.339,0.108,0.758,0.955,0.754
0.652,0.519,0.672,0.583,0.962
0.949,0.770,0.383,0.822,0.760
0.093,0.843,0.936,0.656,0.170
0.351,0.942,0.879,0.028,0.666
0.687,0.368,0.147,0.324,0.080
0.862,0.430,0.537,0.925,0.863
0.446,0.792,0.808,0.420,0.180
0.399,0.667,0.053,0.365,0.369
0.389,0.240,0.490,0.385,0.701
0.242,0.015,0.433,0.969,0.628
0.788,0.802,0.650,0.523,0.133
0.796,0.280,0.870,0.528,0.828
0.090,0.113,0.659,0.085,0.168
0.051,0.575,0.949,0.323,0.133
0.546,0.425,0.648,0.488,0.842
0.838,0.854,0.424,0.526,0.287
0.163,0.725,0.554,0.752,0.682
0.233,0.246,0.829,0.266,0.328
0.891,0.469,0.204,0.249,0.899
0.988,0.900,0.067,0.550,0.827
0.579,0.815,0.154,0.173,0.352
0.786,0.744,0.921,0.865,0.176
0.726,0.645,0.456,0.872,0.494
0.017,0.733,0.964,0.744,0.412
0.069,0.736,0.818,0.179,0.542
0.083,0.731,0.224,0.073,0.750
0.474,0.189,0.039,0.279,0.260
0.048,0.969,0.733,0.108,0.120
0.787,0.793,0.186,0.048,0.893
0.936,0.363,0.126,0.635,0.829
0.699,0.080,0.244,0.039,0.330
0.163,0.019,0.640,0.354,0.829
0.912,0.267,0.344,0.146,0.119
0.695,0.467,0.369,0.592,0.005
0.770,0.329,0.062,0.233,0.888
0.899,0.264,0.824,0.577,0.220
0.460,0.642,0.992,0.464,0.265
0.960,0.889,0.879,0.914,0.249
0.585,0.692,0.445,0.107,0.567
0.563,0.265,0.430,0.154,0.037
0.460,0.194,0.424,0.790,0.613
0.201,0.218,0.812,0.725,0.562
0.074,0.786,0.924,0.712,0.915
0.514,0.945,0.942,0.551,0.421
0.700,0.304,0.621,0.236,0.997
0.018,0.816,0.501,0.436,0.241
0.857,0.458,0.865,0.197,0.137
0.077,0.680,0.593,0.764,0.407
0.871,0.732,0.168,0.850,0.264
0.909,0.545,0.317,0.290,0.851
0.180,0.994,0.114,0.086,0.078
0.133,0.260,0.207,0.656,0.411
0.131,0.599,0.689,0.681,0.660
0.668,0.536,0.478,0.687,0.727
0.217,0.590,0.974,0.361,0.164
0.324,0.010,0.369,0.458,0.213
0.448,0.636,0.164,0.109,0.397
0.262,0.829,0.644,0.643,0.874
0.894,0.307,0.830,0.897,0.617
0.876,0.901,0.114,0.002,0.369
0.278,0.218,0.058,0.761,0.089
0.002,0.379,0.893,0.287,0.387
0.605,0.561,0.592,0.517,0.466
0.005,0.498,0.972,0.298,0.953
0.045,0.759,0.984,0.396,0.329
0.211,0.217,0.722,0.830,0.220
0.661,0.363,0.485,0.303,0.115
0.064,0.332,0.993,0.305,0.507
0.673,0.464,0.885,0.906,0.147
0.427,0.170,0.315,0.487,0.422
0.462,0.358,0.458,0.035,0.221
0.219,0.068,0.698,0.802,0.368
0.147,0.949,0.963,0.225,0.018
0.779,0.988,0.442,0.109,0.107
0.707,0.619,0.195,0.757,0.582
0.419,0.320,0.993,0.143,0.500
0.186,0.298,0.708,0.820,0.405
0.042,0.632,0.255,0.035,0.005
0.840,0.024,0.330,0.116,0.866
0.554,0.816,0.899,0.682,0.139
0.574,0.117,0.570,0.318,0.127
0.916,0.189,0.920,0.311,0.868
0.192,0.101,0.762,0.071,0.774
0.273,0.252,0.967,0.971,0.142
0.050,0.046,0.300,0.232,0.586
0.271,0.626,0.691,0.545,0.924
0.369,0.594,0.405,0.737,0.481
0.742,0.674,0.057,0.075,0.904
0.946,0.040,0.761,0.255,0.861
0.859,0.081,0.540,0.808,0.587
0.414,0.237,0.822,0.247,0.103
0.799,0.452,0.973,0.121,0.299
0.846,0.316,0.436,0.086,0.143
0.426,0.571,0.252,0.487,0.960
0.896,0.242,0.011,0.645,0.398
0.780,0.127,0.749,0.919,0.972
0.622,0.339,0.788,0.901,0.422
0.898,0.155,0.789,0.139,0.826
0.483,0.517,0.016,0.483,0.700
0.480,0.298,0.367,0.201,0.865
0.633,0.881,0.870,0.362,0.007
0.002,0.894,0.689,0.577,0.498
0.475,0.227,0.196,0.143,0.328
0.344,0.202,0.543,0.243,0.498
0.168,0.311,0.296,0.764,0.389
0.697,0.765,0.492,0.610,0.422
0.900,0.596,0.307,0.919,0.312
0.216,0.810,0.424,0.748,0.183
0.997,0.634,0.448,0.403,0.974
0.966,0.831,0.043,0.682,0.025
0.010,0.971,0.667,0.404,0.528
0.352,0.745,0.703,0.655,0.728
0.722,0.630,0.873,0.920,0.060
0.923,0.355,0.816,0.092,0.776
0.182,0.771,0.279,0.824,0.637
0.851,0.812,0.923,0.622,0.481
0.565,0.950,0.371,0.570,0.297
0.805,0.085,0.279,0.324,0.770
0.265,0.204,0.180,0.696,0.056
0.428,0.708,0.851,0.753,0.589
0.707,0.131,0.549,0.765,0.303
0.595,0.636,0.115,0.196,0.368
0.671,0.226,0.240,0.178,0.472
0.789,0.249,0.904,0.976,0.041
0.853,0.117,0.406,0.564,0.762
0.547,0.878,0.405,0.584,0.271
0.211,0.070,0.640,0.130,0.642
0.106,0.609,0.449,0.009,0.597
0.581,0.955,0.821,0.337,0.138
0.939,0.468,0.736,0.830,0.844
0.600,0.447,0.866,0.289,0.489
0.028,0.162,0.759,0.953,0.423
0.216,0.188,0.236,0.769,0.766
0.500,0.291,0.822,0.682,0.613
0.842,0.519,0.862,0.499,0.550
0.050,0.250,0.923,0.378,0.892
0.128,0.806,0.200,0.470,0.170
0.114,0.570,0.372,0.090,0.660
0.736,0.790,0.613,0.810,0.144
0.252,0.186,0.783,0.091,0.250
0.474,0.229,0.158,0.514,0.150
0.599,0.675,0.343,0.003,0.717
0.918,0.237,0.802,0.515,0.624
0.252,0.614,0.975,0.144,0.263
0.414,0.081,0.780,0.428,0.674
0.421,0.744,0.104,0.316,0.568
0.485,0.991,0.337,0.006,0.576
0.463,0.161,0.082,0.700,0.943
0.899,0.998,0.297,0.931,0.564
0.033,0.175,0.261,0.153,0.890
0.951,0.031,0.037,0.654,0.902
0.393,0.436,0.396,0.019,0.242
0.888,0.177,0.930,0.081,0.144
0.471,0.595,0.572,0.224,0.066
0.885,0.425,0.149,0.696,0.035
0.292,0.367,0.521,0.439,0.805
0.113,0.375,0.048,0.103,0.265
0.018,0.924,0.821,0.350,0.022
0.682,0.167,0.447,0.607,0.538
0.683,0.656,0.670,0.994,0.445
0.287,0.005,0.498,0.496,0.489
0.079,0.119,0.438,0.942,0.143
0.686,0.682,0.705,0.844,0.178
0.820,0.151,0.644,0.151,0.198
0.467,0.032,0.235,0.367,0.854
0.382,0.211,0.095,0.542,0.754
0.127,0.983,0.751,0.722,0.010
0.123,0.839,0.614,0.049,0.512
0.307,0.112,0.782,0.918,0.611
0.401,0.542,0.395,0.969,0.486
0.042,0.809,0.569,0.115,0.187
0.179,0.158,0.707,0.365,0.338
0.704,0.544,0.774,0.305,0.659
0.031,0.989,0.536,0.183,0.008
0.131,0.168,0.150,0.974,0.352
0.548,0.572,0.209,0.136,0.454
0.968,0.827,0.592,0.923,0.317
0.465,0.353,0.092,0.223,0.713
0.087,0.105,0.343,0.850,0.870
0.501,0.975,0.897,0.932,0.037
0.191,0.251,0.363,0.492,0.045
0.587,0.118,0.551,0.711,0.639
0.839,0.414,0.384,0.142,0.601
0.075,0.275,0.624,0.810,0.700
0.363,0.816,0.843,0.322,0.472
0.452,0.038,0.033,0.814,0.709
0.135,0.093,0.692,0.395,0.661
0.952,0.837,0.623,0.303,0.024
0.728,0.786,0.269,0.562,0.184
0.367,0.483,0.754,0.291,0.014
0.862,0.476,0.391,0.986,0.968
0.052,0.893,0.100,0.086,0.583
0.529,0.324,0.988,0.268,0.137
0.528,0.279,0.468,0.972,0.484
0.536,0.822,0.910,0.051,0.871
0.338,0.747,0.174,0.018,0.496
0.344,0.251,0.384,0.098,0.971
0.052,0.573,0.758,0.572,0.450
0.953,0.895,0.538,0.793,0.424
0.806,0.727,0.265,0.812,0.602
0.203,0.742,0.416,0.356,0.379
0.251,0.321,0.392,0.687,0.504
0.292,0.221,0.167,0.595,0.913
0.201,0.078,0.018,0.776,0.785
0.932,0.128,0.993,0.783,0.819
0.023,0.890,0.246,0.401,0.308
0.436,0.012,0.997,0.930,0.955
0.393,0.547,0.221,0.035,0.262
0.958,0.956,0.387,0.865,0.568
0.112,0.868,0.320,0.235,0.056
0.077,0.133,0.527,0.023,0.164
0.232,0.578,0.733,0.832,0.678
0.043,0.816,0.764,0.661,0.104
0.630,0.635,0.154,0.810,0.510
0.946,0.971,0.334,0.672,0.523
0.343,0.855,0.211,0.831,0.003
0.900,0.250,0.064,0.177,0.202
0.772,0.506,0.904,0.918,0.517
0.930,0.252,0.574,0.697,0.604
0.878,0.570,0.948,0.478,0.857
0.557,0.909,0.806,0.434,0.778
0.850,0.995,0.494,0.438,0.065
0.121,0.152,0.981,0.094,0.298
0.354,0.448,0.882,0.082,0.645
0.908,0.124,0.180,0.815,0.542
0.681,0.756,0.712,0.970,0.435
0.598,0.931,0.531,0.012,0.877
0.029,0.518,0.117,0.883,0.724
0.858,0.266,0.487,0.797,0.191
0.780,0.122,0.015,0.588,0.303
0.889,0.063,0.511,0.805,0.104
0.647,0.798,0.767,0.433,0.275
0.964,0.474,0.657,0.502,0.425
0.606,0.054,0.391,0.702,0.200
0.409,0.544,0.446,0.205,0.373
0.338,0.545,0.035,0.092,0.260
0.497,0.451,0.542,0.995,0.374
0.218,0.695,0.097,0.161,0.636
0.692,0.566,0.802,0.439,0.618
0.101,0.918,0.270,0.628,0.514
0.176,0.605,0.327,0.251,0.326
0.712,0.300,0.580,0.520,0.585
0.589,0.195,0.775,0.947,0.791
0.418,0.247,0.783,0.941,0.993
0.154,0.212,0.709,0.771,0.379
0.648,0.010,0.150,0.942,0.402
0.583,0.419,0.728,0.206,0.552
0.792,0.338,0.870,0.202,0.147
0.805,0.289,0.503,0.183,0.243
0.437,0.174,0.343,0.280,0.180
0.190,0.898,0.852,0.074,0.086
0.311,0.071,0.064,0.130,0.578
0.361,0.420,0.936,0.301,0.831
0.458,0.864,0.586,0.595,0.198
0.005,0.736,0.070,0.031,0.812
0.113,0.027,0.079,0.496,0.888
0.812,0.059,0.238,0.454,0.673
0.744,0.939,0.449,0.845,0.127
0.378,0.602,0.001,0.893,0.672
0.505,0.964,0.515,0.182,0.622
0.051,0.261,0.759,1.000,0.022
0.391,0.402,0.418,0.872,0.690
0.381,0.398,0.262,0.844,0.169
0.719,0.982,0.604,0.973,0.316
0.309,0.504,0.006,0.405,0.530
0.097,0.434,0.510,0.202,0.565
0.191,0.813,0.548,0.310,0.793
0.421,0.021,0.661,0.663,0.428
0.542,0.793,0.671,0.597,0.453
0.244,0.394,0.453,0.377,0.966
0.939,0.088,0.658,0.092,0.725
0.556,0.882,0.047,0.643,0.777
0.216,0.578,0.560,0.237,0.124
0.929,0.760,0.577,0.503,0.590
0.855,0.867,0.250,0.385,0.731
0.995,0.044,0.317,0.725,0.102
0.622,0.318,0.025,0.812,0.923
0.789,0.492,0.360,0.682,0.577
0.404,0.079,0.086,0.081,0.081
0.334,0.655,0.600,0.661,0.118
0.033,0.159,0.700,0.679,0.815
0.527,0.473,0.468,0.684,0.270
0.649,0.993,0.153,0.326,0.827
0.203,0.239,0.830,0.437,0.421
0.521,0.663,0.844,0.499,0.902
0.282,0.723,0.142,0.373,0.430
0.836,0.441,0.739,0.048,0.078
0.855,0.020,0.381,0.854,0.963
0.860,0.164,0.753,0.933,0.718
0.526,0.745,0.170,0.401,0.205
0.361,0.588,0.984,0.806,0.443
0.081,0.428,0.159,0.801,0.377
0.745,0.163,0.324,0.700,0.263
0.610,0.640,0.463,0.231,0.429
0.263,0.630,0.896,0.886,0.749
0.684,0.562,0.197,0.575,0.393
0.889,0.017,0.999,0.089,0.994
0.562,0.637,0.527,0.238,0.676
0.930,0.226,0.528,0.004,0.432
0.705,0.330,0.471,0.690,0.060
0.550,0.116,0.766,0.023,0.133
0.936,0.312,0.631,0.123,0.735
0.787,0.218,0.390,0.345,0.021
0.549,0.402,0.040,0.132,0.292
0.783,0.043,0.048,0.378,0.848
0.493,0.034,0.368,0.199,0.037
0.733,0.644,0.428,0.890,0.354
0.517,0.383,0.566,0.182,0.939
0.123,0.242,0.444,0.898,0.959
0.078,0.417,0.553,0.557,0.316
0.168,0.338,0.153,0.870,0.983
0.121,0.118,0.338,0.691,0.430
0.884,0.649,0.385,0.852,0.810
0.062,0.372,0.127,0.563,0.588
0.851,0.575,0.096,0.113,0.845
0.282,0.526,0.247,0.714,0.540
0.272,0.733,0.560,0.988,0.923
0.494,0.655,0.597,0.931,0.010
0.251,0.378,0.530,0.285,0.734
0.164,0.827,0.721,0.342,0.134
0.731,0.076,0.491,0.430,0.934
0.610,0.992,0.577,0.221,0.201
0.614,0.110,0.715,0.252,0.160
0.945,0.127,0.249,0.880,0.720
0.878,0.438,0.190,0.897,0.255
0.187,0.349,0.601,0.040,0.292
0.530,0.894,0.617,0.576,0.098
0.721,0.752,0.945,0.585,0.230
0.360,0.188,0.437,0.588,0.378
0.877,0.813,0.398,0.281,0.429
0.855,0.092,0.345,0.154,0.994
0.629,0.938,0.290,0.285,0.965
0.251,0.769,0.553,0.961,0.242
0.870,0.532,0.676,0.355,0.355
0.461,0.357,0.841,0.963,0.514
0.989,0.052,0.768,0.134,0.173
0.274,0.470,0.698,0.089,0.819
0.692,0.041,0.034,0.530,0.682
0.663,0.905,0.552,0.365,0.069
0.493,0.636,0.592,0.588,0.298
0.447,0.111,0.885,0.635,0.279
0.660,0.565,0.715,0.247,0.163
0.464,0.785,0.258,0.871,0.415
0.221,0.804,0.612,0.736,0.902
0.293,0.012,0.441,0.406,0.403
0.419,0.405,0.823,0.754,0.276
0.261,0.315,0.579,0.365,0.392
0.602,0.528,0.593,0.140,0.297
0.854,0.526,0.894,0.510,0.082
0.260,0.900,0.427,0.501,0.733
0.954,0.436,0.624,0.715,0.007
0.918,0.708,0.250,0.566,0.835
0.122,0.048,0.278,0.205,0.671
0.500,0.173,0.533,0.856,0.637
0.769,0.778,0.516,0.052,0.458
0.927,0.232,0.042,0.456,0.153
0.473,0.918,0.887,0.599,0.091
0.068,0.077,0.193,0.812,0.957
0.985,0.622,0.820,0.107,0.233
0.722,0.252,0.169,0.191,0.423
0.260,0.168,0.094,0.443,0.684
0.819,0.815,0.751,0.661,0.045
0.874,0.023,0.316,0.328,0.249
