0.136,0.068,0.342,0.184,0.085,0.480,0.427,0.342,0.652,0.566
0.364,0.532,0.943,0.545,0.681,0.065,0.756,0.468,0.956,0.862
0.825,0.167,0.930,0.777,0.927,0.963,0.304,0.987,0.657,0.456
0.622,0.317,0.613,0.424,0.389,0.672,0.508,0.182,0.833,0.853
0.277,0.601,0.970,0.735,0.514,0.120,0.760,0.969,0.491,0.128
0.017,0.059,0.552,0.464,0.315,0.647,0.861,0.533,0.857,0.986
0.318,0.952,0.834,0.947,0.747,0.415,0.459,0.400,0.867,0.758
0.617,0.948,0.534,0.066,0.338,0.498,0.532,0.987,0.488,0.221
0.990,0.360,0.162,0.686,0.036,0.222,0.506,0.436,0.605,0.704
0.133,0.148,0.002,0.490,0.745,0.054,0.039,0.881,0.189,0.081
0.519,0.951,0.945,0.947,0.272,0.744,0.200,0.540,0.751,0.136
0.707,0.378,0.281,0.791,0.387,0.529,0.781,0.646,0.012,0.911
0.919,0.586,0.563,0.320,0.850,0.076,0.968,0.394,0.263,0.166
0.706,0.361,0.419,0.069,0.606,0.043,0.781,0.635,0.660,0.118
0.503,0.999,0.646,0.379,0.852,0.136,0.031,0.335,0.142,0.659
0.732,0.386,0.070,0.394,0.185,0.932,0.757,0.533,0.733,0.719
0.207,0.367,0.254,0.320,0.860,0.127,0.352,0.679,0.047,0.474
0.455,0.217,0.211,0.749,0.340,0.024,0.354,0.404,0.255,0.580
0.653,0.293,0.300,0.260,0.198,0.357,0.701,0.636,0.705,0.580
0.005,0.452,0.117,0.494,0.902,0.341,0.031,0.203,0.680,0.653
0.354,0.030,0.452,0.507,0.039,0.037,0.160,0.708,0.805,0.718
0.092,0.496,0.821,0.339,0.079,0.152,0.074,0.072,0.870,0.926
0.478,0.820,0.825,0.178,0.261,0.685,0.109,0.038,0.466,0.786
0.297,0.824,0.433,0.726,0.402,0.462,0.967,0.794,0.646,0.898
0.746,0.480,0.842,0.868,0.562,0.131,0.442,0.664,0.571,0.437
0.227,0.211,0.045,0.006,0.386,0.961,0.657,0.856,0.848,0.273
0.987,0.332,0.634,0.978,0.073,0.367,0.150,0.166,0.865,0.291
0.263,0.786,0.238,0.546,0.698,0.119,0.225,0.484,0.629,0.595
0.399,0.956,0.984,0.994,0.050,0.657,0.522,0.020,0.812,0.961
0.076,0.146,0.081,0.980,0.604,0.282,0.995,0.809,0.138,0.754
0.526,0.430,0.644,0.690,0.133,0.096,0.713,0.078,0.266,0.943
0.717,0.847,0.832,0.852,0.650,0.927,0.030,0.685,0.530,0.321
0.769,0.932,0.295,0.518,0.922,0.214,0.293,0.767,0.710,0.717
0.698,0.481,0.563,0.230,0.469,0.112,0.487,0.222,0.359,0.811
0.587,0.238,0.708,0.495,0.589,0.197,0.730,0.601,0.892,0.804
0.592,0.043,0.131,0.608,0.575,0.841,0.726,0.853,0.225,0.367
0.291,0.931,0.316,0.637,0.184,0.303,0.677,0.233,0.199,0.745
0.602,0.220,0.549,0.084,0.320,0.243,0.962,0.978,0.241,0.821
0.522,0.530,0.528,0.929,0.077,0.075,0.450,0.132,0.154,0.191
0.803,0.246,0.948,0.003,0.727,0.813,0.263,0.171,0.588,0.151
0.672,0.597,0.482,0.404,0.313,0.848,0.219,0.548,0.305,0.541
0.484,0.305,0.445,0.960,0.612,0.081,0.863,0.846,0.840,0.421
0.976,0.677,0.894,0.184,0.815,0.627,0.719,0.952,0.676,0.900
0.210,0.827,0.480,0.169,0.550,0.114,0.086,0.621,0.330,0.156
0.721,0.486,0.042,0.476,0.935,0.708,0.905,0.353,0.842,0.903
0.329,0.631,0.663,0.206,0.010,0.330,0.008,0.735,0.211,0.684
0.854,0.129,0.209,0.286,0.534,0.727,0.653,0.031,0.777,0.799
0.307,0.407,0.255,0.571,0.220,0.149,0.104,0.093,0.599,0.937
0.191,0.793,0.902,0.985,0.938,0.654,0.269,0.278,0.605,0.139
0.379,0.871,0.961,0.802,0.901,0.717,0.070,0.363,0.328,0.194
0.851,0.981,0.848,0.950,0.654,0.000,0.054,0.582,0.529,0.392
0.800,0.012,0.582,0.797,0.293,0.342,0.677,0.237,0.314,0.252
0.984,0.852,0.857,0.855,0.971,0.249,0.839,0.861,0.408,0.762
0.814,0.932,0.681,0.350,0.886,0.680,0.780,0.496,0.059,0.830
0.010,0.943,0.099,0.292,0.294,0.412,0.890,0.566,0.140,0.646
0.988,0.673,0.569,0.591,0.682,0.368,0.106,0.468,0.558,0.485
0.397,0.012,0.319,0.594,0.054,0.963,0.272,0.762,0.131,0.971
0.681,0.217,0.853,0.274,0.057,0.829,0.653,0.458,0.312,0.226
0.325,0.178,0.001,0.131,0.252,0.417,0.497,0.456,0.666,0.332
0.581,0.090,0.484,0.216,0.168,0.009,0.552,0.775,0.664,0.093
0.454,0.178,0.534,0.998,0.491,0.421,0.145,0.785,0.686,0.430
0.675,0.162,0.391,0.489,0.413,0.346,0.445,0.508,0.800,0.280
0.137,0.588,0.157,0.135,0.837,0.415,0.445,0.252,0.030,0.920
0.089,0.929,0.505,0.651,0.648,0.017,0.192,0.441,0.087,0.554
0.455,0.878,0.152,0.541,0.837,0.781,0.846,0.013,0.441,0.249
0.869,0.256,0.827,0.577,0.207,0.534,0.895,0.878,0.454,0.152
0.153,0.189,0.751,0.855,0.634,0.675,0.461,0.733,0.418,0.690
0.462,0.611,0.634,0.851,0.163,0.444,0.159,0.913,0.445,0.390
0.839,0.637,0.174,0.216,0.999,0.817,0.419,0.600,0.887,0.037
0.736,0.148,0.367,0.550,0.532,0.447,0.280,0.766,0.936,0.650
0.386,0.104,0.028,0.797,0.979,0.986,0.956,0.369,0.752,0.965
0.211,0.691,0.442,0.378,0.864,0.869,0.148,0.422,0.280,0.499
0.274,0.650,0.088,0.013,0.155,0.838,0.608,0.780,0.381,0.071
0.677,0.130,0.400,0.064,0.879,0.777,0.864,0.444,0.661,0.993
0.807,0.847,0.183,0.155,0.654,0.978,0.490,0.366,0.571,0.306
0.482,0.396,0.322,0.191,0.398,0.172,0.548,0.672,0.810,0.895
0.198,0.689,0.700,0.127,0.586,0.754,0.319,0.491,0.370,0.132
0.044,0.944,0.518,0.045,0.014,0.169,0.305,0.631,0.897,0.828
0.752,0.668,0.883,0.811,0.253,0.426,0.937,0.836,0.972,0.117
0.046,0.527,0.453,0.438,0.486,0.717,0.914,0.852,0.320,0.830
0.821,0.799,0.462,0.963,0.775,0.053,0.270,0.421,0.453,0.488
0.485,0.321,0.821,0.581,0.646,0.667,0.360,0.564,0.973,0.491
0.052,0.903,0.819,0.214,0.255,0.627,0.998,0.782,0.334,0.241
0.584,0.464,0.068,0.682,0.253,0.166,0.470,0.087,0.883,0.437
0.940,0.202,0.181,0.825,0.335,0.226,0.005,0.158,0.599,0.284
0.099,0.694,0.418,0.128,0.637,0.372,0.956,0.220,0.975,0.624
0.621,0.748,0.773,0.479,0.777,0.843,0.878,0.014,0.771,0.002
0.663,0.768,0.832,0.677,0.117,0.651,0.406,0.821,0.901,0.193
0.567,0.175,0.094,0.268,0.524,0.636,0.997,0.358,0.574,0.784
0.696,0.177,0.486,0.105,0.809,0.135,0.465,0.556,0.903,0.135
0.499,0.163,0.360,0.679,0.271,0.100,0.579,0.773,0.484,0.660
0.871,0.010,0.522,0.301,0.244,0.636,0.013,0.863,0.442,0.006
0.195,0.007,0.255,0.347,0.337,0.326,0.854,0.212,0.664,0.213
0.693,0.984,0.894,0.606,0.763,0.496,0.401,0.496,0.959,0.844
0.311,0.281,0.081,0.537,0.770,0.142,0.115,0.303,0.335,0.187
0.367,0.584,0.532,0.820,0.618,0.510,0.363,0.891,0.660,0.304
0.797,0.191,0.980,0.302,0.297,0.642,0.507,0.307,0.278,0.699
0.884,0.084,0.483,0.449,0.259,0.140,0.005,0.911,0.952,0.806
0.792,0.506,0.075,0.855,0.107,0.628,0.670,0.651,0.479,0.488
0.618,0.298,0.511,0.742,0.030,0.858,0.431,0.026,0.675,0.045
0.581,0.481,0.396,0.531,0.136,0.288,0.261,0.418,0.367,0.873
0.085,0.308,0.540,0.494,0.500,0.214,0.452,0.347,0.655,0.686
0.772,0.166,0.154,0.673,0.015,0.672,0.590,0.699,0.173,0.859
0.899,0.919,0.125,0.741,0.556,0.891,0.754,0.071,0.264,0.068
0.530,0.908,0.017,0.542,0.470,0.044,0.770,0.373,0.638,0.112
0.082,0.572,0.454,0.413,0.709,0.696,0.019,0.425,0.128,0.653
0.110,0.779,0.249,0.039,0.553,0.014,0.025,0.334,0.961,0.705
0.742,0.548,0.111,0.069,0.483,0.167,0.770,0.997,0.444,0.096
0.576,0.750,0.968,0.247,0.751,0.175,0.191,0.181,0.852,0.327
0.467,0.417,0.535,0.472,0.437,0.515,0.215,0.848,0.645,0.680
0.853,0.566,0.024,0.380,0.252,0.778,0.119,0.142,0.550,0.852
0.952,0.172,0.408,0.436,0.377,0.690,0.977,0.653,0.462,0.469
0.337,0.205,0.316,0.036,0.668,0.428,0.404,0.004,0.840,0.536
0.041,0.856,0.077,0.084,0.776,0.611,0.120,0.149,0.283,0.705
0.992,0.849,0.287,0.256,0.043,0.613,0.778,0.991,0.101,0.439
0.220,0.429,0.939,0.343,0.502,0.108,0.222,0.045,0.032,0.450
0.394,0.319,0.849,0.699,0.006,0.393,0.246,0.456,0.358,0.233
0.281,0.224,0.952,0.316,0.841,0.780,0.673,0.533,0.296,0.417
0.700,0.760,0.782,0.254,0.570,0.065,0.114,0.702,0.642,0.587
0.638,0.830,0.693,0.021,0.383,0.248,0.417,0.401,0.871,0.626
0.510,0.962,0.262,0.140,0.231,0.426,0.239,0.506,0.043,0.932
0.967,0.037,0.002,0.291,0.727,0.921,0.069,0.184,0.448,0.503
0.946,0.961,0.236,0.354,0.189,0.265,0.478,0.624,0.385,0.091
0.637,0.083,0.360,0.056,0.797,0.882,0.056,0.321,0.522,0.178
0.356,0.300,0.311,0.616,0.641,0.058,0.978,0.460,0.579,0.500
0.045,0.448,0.134,0.863,0.771,0.405,0.329,0.972,0.500,0.916
0.493,0.543,0.186,0.057,0.337,0.590,0.347,0.152,0.821,0.789
0.347,0.057,0.363,0.939,0.178,0.230,0.518,0.595,0.908,0.340
0.957,0.897,0.955,0.573,0.922,0.776,0.254,0.292,0.355,0.827
0.294,0.109,0.703,0.432,0.241,0.768,0.576,0.281,0.039,0.240
0.779,0.447,0.002,0.775,0.295,0.929,0.282,0.255,0.819,0.868
0.181,0.722,0.563,0.376,0.931,0.031,0.219,0.873,0.278,0.744
0.097,0.229,0.115,0.831,0.113,0.926,0.768,0.777,0.065,0.534
0.296,0.201,0.874,0.206,0.514,0.065,0.723,0.744,0.687,0.877
0.926,0.782,0.871,0.452,0.875,0.419,0.719,0.611,0.248,0.275
0.630,0.150,0.941,0.071,0.185,0.954,0.377,0.195,0.547,0.911
0.323,0.670,0.595,0.775,0.140,0.994,0.888,0.799,0.331,0.417
0.009,0.838,0.283,0.738,0.366,0.515,0.024,0.919,0.290,0.199
0.719,0.063,0.791,0.178,0.677,0.883,0.285,0.309,0.759,0.809
0.222,0.046,0.865,0.868,0.913,0.270,0.512,0.921,0.577,0.340
0.323,0.492,0.203,0.701,0.234,0.647,0.294,0.976,0.936,0.032
0.625,0.118,0.792,0.496,0.621,0.938,0.064,0.375,0.576,0.283
0.629,0.708,0.308,0.862,0.045,0.248,0.044,0.056,0.258,0.827
0.008,0.970,0.206,0.544,0.700,0.007,0.032,0.936,0.513,0.531
0.058,0.992,0.886,0.593,0.710,0.422,0.467,0.345,0.023,0.579
0.944,0.494,0.835,0.997,0.604,0.156,0.645,0.534,0.629,0.492
0.188,0.437,0.836,0.361,0.374,0.965,0.131,0.817,0.355,0.497
0.460,0.186,0.315,0.332,0.775,0.806,0.391,0.591,0.742,0.423
0.244,0.755,0.616,0.821,0.967,0.282,0.365,0.288,0.791,0.742
0.282,0.131,0.546,0.653,0.055,0.463,0.908,0.871,0.729,0.672
0.496,0.468,0.586,0.069,0.366,0.438,0.868,0.474,0.015,0.054
0.644,0.121,0.464,0.372,0.207,0.636,0.225,0.969,0.590,0.477
0.046,0.736,0.953,0.878,0.741,0.413,0.603,0.383,0.829,0.482
0.906,0.023,0.409,0.086,0.162,0.060,0.605,0.009,0.423,0.166
0.631,0.064,0.217,0.582,0.358,0.715,0.946,0.721,0.187,0.644
0.935,0.561,0.686,0.424,0.479,0.101,0.282,0.113,0.625,0.242
0.856,0.165,0.669,0.683,0.231,0.477,0.679,0.216,0.139,0.643
0.761,0.158,0.319,0.321,0.386,0.975,0.521,0.946,0.074,0.210
0.477,0.867,0.944,0.694,0.560,0.496,0.314,0.908,0.363,0.907
0.061,0.982,0.056,0.685,0.338,0.643,0.617,0.628,0.211,0.906
0.189,0.148,0.422,0.712,0.195,0.043,0.925,0.630,0.440,0.499
0.355,0.509,0.108,0.874,0.280,0.988,0.614,0.993,0.622,0.332
0.050,0.440,0.707,0.262,0.814,0.466,0.791,0.452,0.350,0.483
0.413,0.178,0.118,0.648,0.159,0.497,0.459,0.862,0.092,0.412
0.318,0.061,0.523,0.837,0.351,0.413,0.052,0.018,0.877,0.302
0.636,0.165,0.981,0.474,0.704,0.711,0.913,0.354,0.841,0.584
0.794,0.524,0.379,0.621,0.650,0.610,0.435,0.822,0.276,0.860
0.234,0.746,0.391,0.794,0.871,0.268,0.271,0.110,0.534,0.656
0.207,0.212,0.571,0.832,0.622,0.077,0.090,0.926,0.652,0.929
0.692,0.215,0.241,0.899,0.871,0.883,0.645,0.986,0.412,0.870
0.850,0.476,0.766,0.011,0.772,0.195,0.643,0.128,0.837,0.427
0.068,0.868,0.489,0.442,0.806,0.321,0.192,0.161,0.561,0.901
0.711,0.649,0.167,0.295,0.431,0.920,0.145,0.208,0.625,0.427
0.587,0.862,0.807,0.755,0.209,0.715,0.109,0.502,0.129,0.778
0.574,0.363,0.873,0.305,0.689,0.688,0.050,0.194,0.548,0.647
0.225,0.380,0.082,0.301,0.599,0.617,0.630,0.109,0.413,0.057
0.671,0.466,0.969,0.418,0.180,0.812,0.325,0.889,0.154,0.607
0.504,0.800,0.544,0.027,0.806,0.146,0.297,0.602,0.326,0.609
0.161,0.749,0.994,0.212,0.402,0.413,0.017,0.403,0.110,0.062
0.133,0.521,0.775,0.650,0.178,0.880,0.766,0.162,0.665,0.483
0.323,0.939,0.293,0.478,0.920,0.684,0.704,0.072,0.642,0.026
0.336,0.294,0.213,0.826,0.326,0.090,0.859,0.539,0.628,0.543
0.142,0.670,0.038,0.951,0.401,0.455,0.264,1.000,0.076,0.660
0.209,0.742,0.606,0.942,0.989,0.019,0.702,0.230,0.559,0.488
0.700,0.365,0.959,0.513,0.057,0.663,0.459,0.749,0.160,0.817
0.237,0.306,0.194,0.852,0.689,0.264,0.586,0.204,0.541,0.017
0.821,0.312,0.682,0.740,0.815,0.003,0.469,0.915,0.766,0.620
0.774,0.600,0.904,0.475,0.875,0.083,0.355,0.606,0.593,0.715
0.092,0.228,0.965,0.446,0.226,0.801,0.039,0.746,0.496,0.246
0.219,0.982,0.405,0.124,0.064,0.163,0.800,0.619,0.874,0.699
0.276,0.787,0.572,0.191,0.544,0.791,0.709,0.745,0.974,0.893
0.492,0.831,0.362,0.653,0.684,0.958,0.314,0.525,0.521,0.571
0.650,0.290,0.846,0.377,0.341,0.944,0.206,0.901,0.925,0.286
0.627,0.464,0.785,0.150,0.211,0.515,0.124,0.690,0.550,0.336
0.251,0.996,0.266,0.896,0.253,0.279,0.547,0.389,0.767,0.726
0.405,0.069,0.958,0.388,0.512,0.198,0.675,0.197,0.837,0.826
0.900,0.358,0.394,0.164,0.625,0.454,0.700,0.578,0.824,0.377
0.830,0.220,0.131,0.718,0.827,0.709,0.155,0.528,0.653,0.692
0.760,0.368,0.651,0.387,0.750,0.700,0.593,0.530,0.859,0.660
0.582,0.349,0.448,0.399,0.405,0.388,0.538,0.813,0.703,0.100
0.665,0.445,0.789,0.413,0.307,0.727,0.703,0.331,0.191,0.278
0.553,0.611,0.662,0.628,0.755,0.634,0.412,0.030,0.263,0.561
0.054,0.791,0.496,0.791,0.155,0.605,0.030,0.936,0.423,0.228
0.442,0.223,0.495,0.209,0.261,0.407,0.119,0.924,0.838,0.832
0.612,0.811,0.384,0.137,0.456,0.042,0.101,0.877,0.705,0.886
0.698,0.985,0.381,0.672,0.973,0.843,0.676,0.641,0.313,0.925
0.070,0.437,0.799,0.647,0.599,0.278,0.499,0.534,0.064,0.522
0.134,0.257,0.976,0.045,0.943,0.742,0.877,0.402,0.386,0.681
0.487,0.455,0.125,0.186,0.663,0.497,0.945,0.662,0.971,0.044
0.897,0.453,0.577,0.329,0.332,0.711,0.831,0.064,0.953,0.299
0.552,0.747,0.278,0.363,0.011,0.666,0.586,0.762,0.914,0.895
0.201,0.020,0.642,0.027,0.063,0.273,0.570,0.110,0.152,0.895
0.227,0.995,0.221,0.477,0.286,0.666,0.953,0.266,0.921,0.599
0.968,0.042,0.779,0.477,0.114,0.804,0.026,0.208,0.517,0.127
0.140,0.629,0.816,0.304,0.221,0.467,0.273,0.051,0.936,0.768
0.239,0.265,0.933,0.921,0.203,0.943,0.035,0.354,0.120,0.572
0.528,0.963,0.689,0.414,0.137,0.151,0.811,0.856,0.207,0.373
0.662,0.867,0.236,0.840,0.907,0.563,0.999,0.078,0.218,0.207
0.380,0.154,0.077,0.526,0.081,0.683,0.621,0.465,0.757,0.982
0.867,0.595,0.361,0.984,0.908,0.249,0.023,0.682,0.532,0.989
0.517,0.163,0.162,0.954,0.387,0.334,0.927,0.363,0.311,0.431
0.650,0.605,0.122,0.930,0.854,0.718,0.424,0.069,0.323,0.068
0.638,0.874,0.710,0.046,0.004,0.182,0.104,0.268,0.352,0.591
0.880,0.160,0.213,0.263,0.380,0.064,0.625,0.792,0.325,0.672
0.305,0.923,0.906,0.781,0.047,0.030,0.052,0.977,0.520,0.017
0.027,0.284,0.755,0.551,0.634,0.698,0.876,0.762,0.213,0.318
0.864,0.209,0.393,0.121,0.378,0.526,0.054,0.285,0.344,0.453
0.575,0.311,0.480,0.895,0.222,0.550,0.786,0.127,0.112,0.487
0.414,0.504,0.164,0.418,0.843,0.983,0.180,0.547,0.260,0.346
0.663,0.032,0.266,0.214,0.424,0.562,0.746,0.824,0.768,0.123
0.422,0.827,0.210,0.464,0.160,0.155,0.170,0.816,0.650,0.945
0.107,0.154,0.151,0.720,0.554,0.093,0.632,0.455,0.251,0.551
0.616,0.802,0.696,0.629,0.047,0.364,0.927,0.411,0.834,0.571
0.285,0.464,0.975,0.656,0.586,0.413,0.013,0.609,0.013,0.614
0.188,0.733,0.940,0.283,0.983,0.308,0.593,0.881,0.591,0.159
0.960,0.931,0.389,0.522,0.133,0.687,0.794,0.720,0.293,0.700
0.389,0.466,0.332,0.945,0.157,0.635,0.248,0.643,0.665,0.974
0.386,0.957,0.845,0.211,0.933,0.025,0.099,0.873,0.420,0.215
0.218,0.799,0.501,0.960,0.474,0.920,0.499,0.268,0.440,0.186
0.253,0.962,0.936,0.302,0.710,0.957,0.944,0.291,0.200,0.046
0.664,0.284,0.569,0.117,0.134,0.846,0.953,0.988,0.283,0.657
0.050,0.932,0.317,0.229,0.447,0.112,0.646,0.110,0.314,0.096
0.063,0.464,0.179,0.325,0.536,0.912,0.351,0.258,0.918,0.532
0.741,0.187,0.721,0.766,0.198,0.125,0.594,0.070,0.836,0.093
0.719,0.062,0.128,0.181,0.011,0.289,0.942,0.777,0.256,0.759
0.768,0.251,0.124,0.750,0.374,0.629,0.654,0.638,0.448,0.239
0.956,0.700,0.506,0.432,0.884,0.120,0.624,0.074,0.925,0.806
0.738,0.723,0.890,0.204,0.199,0.513,0.331,0.622,0.858,0.926
0.319,0.640,0.804,0.840,0.242,0.508,0.260,0.176,0.525,0.372
0.582,0.536,0.505,0.914,0.685,0.236,0.755,0.883,0.421,0.699
0.567,0.557,0.337,0.068,0.629,0.528,0.195,0.281,0.931,0.012
0.625,0.816,0.732,0.065,0.457,0.251,0.945,0.978,0.746,0.603
0.375,0.663,0.354,0.169,0.753,0.947,0.983,0.540,0.359,0.768
0.414,0.759,0.789,0.643,0.281,0.592,0.251,0.455,0.515,0.965
0.945,0.264,0.550,0.628,0.276,0.536,0.562,0.849,0.296,0.274
0.593,0.044,0.809,0.563,0.303,0.426,0.688,0.817,0.167,0.976
0.673,0.986,0.467,0.980,0.650,0.186,0.908,0.701,0.938,0.255
0.491,0.910,0.762,0.770,0.110,0.589,0.326,0.563,0.912,0.838
0.131,0.274,0.173,0.102,0.333,0.346,0.972,0.045,0.488,0.528
0.428,0.287,0.295,0.705,0.957,0.877,0.422,0.937,0.230,0.594
0.636,0.718,0.494,0.862,0.280,0.558,0.069,0.042,0.723,0.950
0.153,0.529,0.121,0.606,0.830,0.260,0.677,0.391,0.085,0.615
0.116,0.238,0.751,0.694,0.996,0.231,0.180,0.029,0.451,0.740
0.057,0.990,0.777,0.500,0.547,0.660,0.459,0.478,0.968,0.017
0.959,0.294,0.713,0.787,0.880,0.257,0.276,0.721,0.852,0.066
0.471,0.704,0.066,0.990,0.803,0.053,0.279,0.951,0.672,0.531
0.232,0.379,0.058,0.168,0.839,0.698,0.861,0.051,0.178,0.497
0.948,0.504,0.021,0.560,0.839,0.334,0.195,0.695,0.144,0.287
0.417,0.646,0.972,0.605,0.921,0.225,0.761,0.679,0.121,0.948
0.279,0.721,0.703,0.503,0.652,0.740,0.840,0.230,0.227,0.759
0.972,0.442,0.555,0.587,0.046,0.798,0.256,0.732,0.190,0.050
0.033,0.219,0.823,0.538,0.669,0.732,0.928,0.443,0.046,0.045
0.407,0.931,0.143,0.996,0.126,0.938,0.406,0.128,0.578,0.338
0.844,0.186,0.760,0.762,0.445,0.977,0.719,0.436,0.044,0.277
0.239,0.800,0.551,0.061,0.271,0.549,0.214,0.032,0.601,0.938
0.605,0.104,0.819,0.910,0.350,0.031,0.387,0.117,0.198,0.388
0.368,0.608,0.613,0.434,0.275,0.056,0.310,0.722,0.431,0.597
0.899,0.909,0.880,0.924,0.724,0.006,0.410,0.518,0.739,0.778
